complaint_id,timestamp,text_length,gemini_risk_score,openai_risk_score,risk_score_difference,category_match,gemini_category,openai_category,both_high_risk,both_low_risk,gemini_red_flags,openai_red_flags,gemini_scam_type,openai_scam_type,gemini_financial_risk,openai_financial_risk
11338911,2025-12-04T14:12:30.420059,1428,100,95,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'All savings', 'explanation': 'The victim lost their entire savings due to depositing fake checks and being coerced into sending money to the scammers.'}","{'level': 'Critical', 'potential_loss': 'All savings', 'explanation': 'Victim lost all savings due to fake check deposits and out-of-pocket payments.'}"
11434062,2025-12-04T14:12:37.557785,3013,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Cryptocurrency Investment Fraud / Pig Butchering'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Cryptocurrency Investment Fraud'}","{'level': 'Critical', 'potential_loss': 'Approx. {[AMOUNT]}', 'explanation': 'The victim lost a significant amount of money through fake cryptocurrency investments, with no indication of recovery.'}","{'level': 'Critical', 'potential_loss': 'Approx. [AMOUNT]', 'explanation': 'Victim lost a significant amount of money due to fraudulent investment scheme.'}"
11498408,2025-12-04T14:12:43.792405,817,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Job/Investment Scam leading to money mule activity'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Advance Fee Fraud'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim lost a significant amount of money and was further pressured to deposit more, with no prospect of recovery due to the nature of the transaction (Bitcoin).'}","{'level': 'Critical', 'potential_loss': 'Unknown, but significant', 'explanation': 'Victim lost money through deposits with the expectation of receiving it back, but was asked for more money.'}"
11576878,2025-12-04T14:12:51.683510,673,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim lost a significant sum of money directly from their own account after cashing a fraudulent check and transferring the funds.'}","{'level': 'Critical', 'potential_loss': 'Significant amount (exact amount not specified)', 'explanation': 'Victim was instructed to cash a fake check and transfer funds, resulting in financial loss.'}"
11578145,2025-12-04T14:12:58.319777,847,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Significant, including drained account and ongoing debt', 'explanation': ""The victim's bank account was drained due to depositing a fraudulent check, leading to a negative balance, inability to pay bills, and ongoing debt to the bank.""}","{'level': 'Critical', 'potential_loss': 'Varies (negative account balance, monthly payments)', 'explanation': ""Victim's account was drained and left with a negative balance, causing financial hardship.""}"
11582419,2025-12-04T14:13:04.075881,636,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim lost a significant amount of money. The scam involved fake checks and likely demanded upfront purchases of equipment, leading to direct financial loss.'}","{'level': 'High', 'potential_loss': 'over {[AMOUNT]}', 'explanation': 'Victim lost money through fake checks and was put on a payment plan.'}"
11589520,2025-12-04T14:13:10.322230,929,95,85,10,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Job Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Payment Platform Exploitation'}","{'level': 'Critical', 'potential_loss': '$[AMOUNT]$', 'explanation': 'The victim lost all their savings ($[AMOUNT]$) to the scam, resulting in complete financial ruin and ongoing hardship.'}","{'level': 'Critical', 'potential_loss': 'Over {[AMOUNT]} dollars', 'explanation': 'The victim lost all their savings to a scam facilitated through a payment platform.'}"
11629506,2025-12-04T14:13:19.262109,1669,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'All savings and money from fake checks (exact amount not specified but implied to be substantial)', 'explanation': 'The victim lost all their savings and the value of the fake checks deposited, resulting in a negative bank balance.'}","{'level': 'Critical', 'potential_loss': 'All savings and additional debt', 'explanation': 'Victim lost all savings and incurred debt due to fake checks'}"
11630764,2025-12-04T14:13:25.475751,422,95,90,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Identity Theft leading to fraudulent debt'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Identity Theft'}","{'level': 'Critical', 'potential_loss': 'Unknown (amount of fraudulent debt and further identity theft)', 'explanation': 'The victim has already fallen victim to a job scam that resulted in their SSN and ID being compromised, leading to fraudulent debt. This indicates a high risk of further financial harm and identity theft.'}","{'level': 'High', 'potential_loss': 'Unknown', 'explanation': ""The victim's SSN and ID were used for unauthorized credit card applications, leading to potential debt and credit damage.""}"
11866982,2025-12-04T14:13:35.327833,2348,95,85,10,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'The amount of the check plus any overdraft fees or penalties from the bank, and the potential for legal repercussions if the bank reports the activity.', 'explanation': 'The victim deposited a fraudulent check, leading to an overdrawn account and closure. They are at risk of further financial penalties and potentially being flagged by financial institutions, impacting their ability to bank in the future.'}","{'level': 'High', 'potential_loss': 'Varies depending on check amount and bank fees', 'explanation': 'Victim deposited a fraudulent check which could lead to financial liability and bank fees.'}"
11879581,2025-12-04T14:13:43.398468,1186,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Advance Fee Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scams'}","{'level': 'Critical', 'potential_loss': 'Significant (combining the initial loss, deductions, and potential for further financial compromise)', 'explanation': 'The victim lost money due to insufficient funds from the fake check and was instructed to wire money, indicating a direct financial loss and potential for further unauthorized transactions.'}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes compromised identity and account funds', 'explanation': 'Victim lost money due to insufficient check funds and compromised personal financial information.'}"
11913356,2025-12-04T14:13:53.434518,3015,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]} (initial fake check amount) + {[AMOUNT]} (money sent back) + potential overdraft/bank fees', 'explanation': 'The victim lost the money they sent back digitally. The fake check caused their bank account to be debited, and they are likely responsible for the funds that were initially credited to their account from the fake check. They also incurred potential overdraft fees or other bank charges.'}","{'level': 'High', 'potential_loss': 'Amount equal to the fake check and any additional funds sent', 'explanation': 'Victim cashed a fake check and sent money back, resulting in financial loss.'}"
12015613,2025-12-04T14:14:04.389416,2136,98,95,3,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]} (overdraft) + unknown amount of funds sent to scammer', 'explanation': 'The victim incurred a significant overdraft balance, had their bank account closed, and lost the money they sent to the scammer. This is a critical financial loss.'}","{'level': 'Critical', 'potential_loss': 'Overdraft amount and potential additional charges', 'explanation': ""Victim's account was overdrawn due to fake check deposit and subsequent money transfer.""}"
12097919,2025-12-04T14:14:11.670771,648,85,85,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Identity Theft / Account Takeover'}","{'primary_category': 'Corporate Identity Theft', 'subcategory': 'Internal Breach'}","{'level': 'Critical', 'potential_loss': 'Unknown, but potentially significant due to identity theft and bank account closures.', 'explanation': 'Victims have experienced bank account closures and are being denied new accounts, indicating severe financial repercussions and potential loss of access to funds.'}","{'level': 'High', 'potential_loss': 'Significant financial disruption due to account closures and denials', 'explanation': 'The victim is unable to access existing accounts or open new ones, impacting personal and business finances.'}"
12701836,2025-12-04T14:14:20.464623,1818,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Placement/Staffing Scams with Money Mule Activity'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': ""Unknown, but significant enough to cause the victim to 'lose practically everything' and be banned from their bank."", 'explanation': 'The victim deposited fraudulent checks and then sent actual money to the scammers, losing funds directly. The bank banning them also indicates a significant financial impact beyond the initial loss.'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss due to fake check deposits and subsequent transfers', 'explanation': 'Victim deposited fake checks and was instructed to transfer money, leading to financial loss and bank account closure.'}"
12793732,2025-12-04T14:14:27.635273,481,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown (but significant due to account closure and blacklisting)', 'explanation': 'The victim is facing significant financial repercussions including account closure and a damaged financial reputation, potentially preventing future banking and financial services.'}","{'level': 'High', 'potential_loss': 'Varies depending on fraudulent activity', 'explanation': ""Victim's account was used for fraudulent transactions, leading to account closure and potential legal issues.""}"
13392030,2025-12-04T14:14:35.265860,2753,95,90,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Identity Theft'}","{'primary_category': 'Corporate Identity Theft', 'subcategory': 'Fake Placement/Staffing Scams'}","{'level': 'Critical', 'potential_loss': 'Unknown, but potentially substantial due to fraudulent accounts and credit inquiries', 'explanation': ""The victim's identity has been compromised, leading to numerous fraudulent accounts and credit inquiries. This can result in significant financial damage, including fraudulent debt, damaged credit score, and the cost of recovery.""}","{'level': 'Critical', 'potential_loss': 'Varies (depends on fraudulent accounts and credit damage)', 'explanation': ""The victim's personal information was used to open multiple fraudulent accounts, leading to potential financial losses and credit damage.""}"
13455953,2025-12-04T14:14:42.072882,123,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam / Money Mule'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'High', 'potential_loss': 'Could exceed the amount of the fraudulent check plus bank fees and potential overdraft charges.', 'explanation': 'The victim is liable for the amount of the fraudulent check once it bounces, and may incur further charges from their bank. The money transferred could also be associated with other criminal activities.'}","{'level': 'High', 'potential_loss': 'Varies depending on bank fees and potential overdrafts', 'explanation': 'Victim instructed to deposit a fraudulent check, risking financial loss from bank fees and potential legal issues.'}"
13672904,2025-12-04T14:14:49.437492,1901,98,95,3,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]} (initial loss) + {[AMOUNT]} (to Bank of America)', 'explanation': 'The victim was tricked into depositing a fake check and wiring money, leading to an overdraft and a requirement to repay the bank, resulting in a significant financial loss.'}","{'level': 'Critical', 'potential_loss': 'Significant amount (exact amount unspecified)', 'explanation': ""Victim's bank account was overdrawn after depositing a fake check and wiring funds.""}"
13791386,2025-12-04T14:14:55.746953,786,100,95,5,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown, but includes the amount of the fraudulent check, wire transfer fees, and any debt incurred from the overdrawn account.', 'explanation': 'The victim cashed a fraudulent check, sent money via wire transfer, and incurred debt from an overdrawn account, indicating a significant financial loss.'}","{'level': 'Critical', 'potential_loss': 'Varies depending on check amount and bank fees', 'explanation': 'Victim is liable for the overdraft caused by the fake check.'}"
13887496,2025-12-04T14:15:03.988608,2960,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check / Advance Fee Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'The amount wired to the scammers.', 'explanation': 'The victim wired funds based on a fraudulent check, leading to a direct financial loss that was not recovered.'}","{'level': 'Critical', 'potential_loss': 'Varies based on the amount wired', 'explanation': 'Victim wired funds based on a fraudulent check, resulting in financial loss.'}"
14313741,2025-12-04T14:15:10.538917,523,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'The victim was instructed to use funds from a fraudulent check to purchase items and return the remainder. This is a common tactic in fake check scams where the victim ends up losing the money they sent out, as the initial check bounces.'}","{'level': 'High', 'potential_loss': 'Amount of the fraudulent check and any additional funds spent', 'explanation': 'Victim used personal funds to purchase items and is unlikely to be reimbursed for the fraudulent check.'}"
14372163,2025-12-04T14:15:27.128137,3015,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown, but likely includes overdraft fees, potential legal action from the bank, and loss of funds that were withdrawn before the check bounced.', 'explanation': ""The victim's bank account was flagged for fraudulent activity, leading to account closure and potential financial penalties. The victim may have withdrawn funds based on the fake deposit, creating a deficit.""}","{'level': 'Critical', 'potential_loss': 'Bank account closure and potential legal issues', 'explanation': 'Victim was involved in depositing fraudulent checks, leading to account closure and potential financial liability.'}"
14438348,2025-12-04T14:15:50.440610,295,85,85,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Unknown'}","{'level': 'High', 'potential_loss': 'Unknown, but could involve drained bank accounts, fraudulent charges, or legal repercussions.', 'explanation': ""The 'suspicious activity' leading to account deactivation indicates potential involvement in financial crimes, which can result in significant financial loss, legal trouble, and reputational damage.""}","{'level': 'High', 'potential_loss': 'Varies', 'explanation': 'Involvement in suspicious activities such as reshipping packages or moving money can lead to financial liability and potential legal issues.'}"
14719848,2025-12-04T14:16:01.236100,2581,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Placement/Staffing Scams'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown (full amount of reversed checks)', 'explanation': 'The victim is facing a significant financial loss due to depositing fake checks and using those funds to pay scammers, with the bank reversing the deposits and holding the victim responsible.'}","{'level': 'Critical', 'potential_loss': 'Substantial, likely in the thousands', 'explanation': 'Victim was instructed to deposit fraudulent checks and transfer funds, resulting in significant financial loss.'}"
14841507,2025-12-04T14:16:16.077519,2248,95,85,10,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Job/Investment Scam leading to Money Mule activity'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Cryptocurrency Fraud'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss (amount not specified but described as significant)', 'explanation': 'The victim lost a significant amount of money through fraudulent cryptocurrency transactions facilitated by the scam, which involved using Cash App for payments.'}","{'level': 'Critical', 'potential_loss': 'Significant financial loss', 'explanation': 'Victim made multiple payments under false pretenses, resulting in significant financial loss.'}"
14854703,2025-12-04T14:16:27.109008,1158,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam / Money Mule'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]}', 'explanation': 'Victim lost a significant amount of personal funds due to fraudulent checks and instructions to purchase equipment.'}","{'level': 'Critical', 'potential_loss': '[AMOUNT]', 'explanation': 'Victim used personal funds based on fraudulent checks, resulting in significant financial loss.'}"
15539713,2025-12-04T14:16:40.859158,2001,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': '{[AMOUNT]} (initial loss from fake check and subsequent transfers)', 'explanation': ""The victim lost the amount of the fake check after it bounced, plus additional funds due to transfer fees and the bank's recouping of the amount transferred back into their account. The account is now in negative balance, owing the bank a significant amount.""}","{'level': 'Critical', 'potential_loss': 'Significant negative balance in bank account', 'explanation': 'Victim deposited a fake check and transferred funds, resulting in a negative balance when the check bounced.'}"
15604144,2025-12-04T14:16:54.784871,3015,95,95,0,True,High,High,True,False,"communication, financial, job_posting, hiring_process, work_activity","communication, financial, job_posting, hiring_process, work_activity","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check/Money Mule Scam'}","{'primary_category': 'Financial Mark Scams', 'subcategory': 'Fake Check Scam'}","{'level': 'Critical', 'potential_loss': 'Unknown (victim had to borrow money, had SSN funds posted to a frozen account, and the bank threatened to close all accounts)', 'explanation': 'The victim experienced account overdrafts, lost access to their primary income (Social Security), had to borrow money for essential bills, and faced the potential loss of all their banking relationships. The exact amount of direct financial loss is unclear but the disruption and potential long-term consequences are severe.'}","{'level': 'Critical', 'potential_loss': 'Varies (potentially all funds in checking account)', 'explanation': ""Victim's account was overdrawn due to fraudulent check deposit and subsequent transactions.""}"
